sample,participant,image,x,y,r
0,a,23.jpeg,168,60,50
1,a,23.jpeg,193,225,50
2,a,23.jpeg,309,193,50
3,a,23.jpeg,274,443,50
4,a,9.jpeg,216,585,50
5,a,9.jpeg,217,585,50
6,a,9.jpeg,366,628,50
7,a,9.jpeg,415,384,50
8,a,9.jpeg,336,379,50
9,a,9.jpeg,366,311,50
10,a,9.jpeg,324,107,50
11,a,9.jpeg,454,127,50
12,a,9.jpeg,395,283,50
13,a,9.jpeg,312,326,50
14,a,9.jpeg,242,360,50
15,a,9.jpeg,256,470,50
16,a,9.jpeg,282,507,50
17,a,9.jpeg,280,613,50
18,a,9.jpeg,302,499,50
19,a,9.jpeg,192,515,50
20,a,21.jpeg,259,431,50
21,a,21.jpeg,152,617,50
22,b,23.jpeg,187,269,50
23,b,23.jpeg,187,214,50
24,b,23.jpeg,191,170,50
25,b,23.jpeg,262,162,50
26,b,23.jpeg,261,222,50
27,b,23.jpeg,234,276,50
28,b,23.jpeg,191,302,50
29,b,23.jpeg,116,279,50
30,b,23.jpeg,116,81,50
31,b,23.jpeg,67,69,50
32,b,23.jpeg,35,131,50
33,b,23.jpeg,62,308,50
34,b,23.jpeg,64,382,50
35,b,23.jpeg,42,414,50
36,b,23.jpeg,117,401,50
37,b,23.jpeg,123,496,50
38,b,23.jpeg,124,634,50
39,b,23.jpeg,65,659,50
40,b,23.jpeg,184,577,50
41,b,23.jpeg,267,505,50
42,b,23.jpeg,363,566,50
43,b,23.jpeg,416,638,50
44,b,23.jpeg,364,669,50
45,b,23.jpeg,231,662,50
46,b,23.jpeg,155,649,50
47,b,23.jpeg,321,584,50
48,b,23.jpeg,290,610,50
49,b,23.jpeg,508,67,50
50,b,23.jpeg,446,99,50
51,b,23.jpeg,446,203,50
52,b,23.jpeg,506,200,50
53,b,23.jpeg,506,268,50
54,b,23.jpeg,518,369,50
55,b,23.jpeg,575,401,50
56,b,23.jpeg,555,527,50
57,b,23.jpeg,272,696,50
58,b,23.jpeg,299,730,50
59,b,23.jpeg,403,149,50
60,b,23.jpeg,341,71,50
61,b,23.jpeg,199,71,50
62,b,23.jpeg,154,107,50
63,b,23.jpeg,154,168,50
64,b,23.jpeg,163,306,50
65,b,23.jpeg,379,229,50
66,b,23.jpeg,251,208,50
67,b,23.jpeg,231,247,50
68,b,23.jpeg,231,251,50
69,b,23.jpeg,194,303,50
70,b,39.jpeg,386,192,50
71,b,39.jpeg,347,160,50
72,b,39.jpeg,257,186,50
73,b,39.jpeg,295,110,50
74,b,39.jpeg,360,132,50
75,b,39.jpeg,359,218,50
76,b,39.jpeg,357,255,50
77,b,39.jpeg,218,259,50
78,b,39.jpeg,86,254,50
79,b,39.jpeg,54,306,50
80,b,39.jpeg,61,357,50
81,b,39.jpeg,64,425,50
82,b,39.jpeg,147,389,50
83,b,39.jpeg,147,477,50
84,b,39.jpeg,147,477,50
85,b,39.jpeg,95,532,50
86,b,39.jpeg,46,609,50
87,b,39.jpeg,103,634,50
88,b,39.jpeg,147,645,50
89,b,39.jpeg,256,674,50
90,b,39.jpeg,316,635,50
91,b,39.jpeg,393,634,50
92,b,39.jpeg,485,634,50
93,b,39.jpeg,485,634,50
94,b,39.jpeg,492,626,50
95,b,39.jpeg,450,608,50
96,b,39.jpeg,373,582,50
97,b,39.jpeg,264,588,50
98,b,39.jpeg,260,588,50
99,b,39.jpeg,216,587,50
100,b,39.jpeg,269,520,50
101,b,39.jpeg,290,520,50
102,b,39.jpeg,281,467,50
103,b,39.jpeg,286,343,50
104,b,39.jpeg,286,343,50
105,b,39.jpeg,298,382,50
106,b,39.jpeg,298,394,50
107,b,39.jpeg,299,415,50
108,b,39.jpeg,317,438,50
109,b,39.jpeg,425,454,50
110,b,39.jpeg,481,418,50
111,b,39.jpeg,431,343,50
112,b,39.jpeg,476,331,50
113,b,39.jpeg,436,255,50
114,b,39.jpeg,365,170,50
115,b,39.jpeg,299,59,50
116,b,39.jpeg,204,73,50
117,b,39.jpeg,107,110,50
118,b,39.jpeg,15,209,50
119,b,39.jpeg,66,260,50
120,b,39.jpeg,176,226,50
121,b,39.jpeg,176,226,50
122,b,39.jpeg,184,279,50
123,b,39.jpeg,180,339,50
124,b,39.jpeg,307,247,50
125,b,39.jpeg,276,190,50
126,b,39.jpeg,202,61,50
127,b,39.jpeg,40,35,50
128,b,39.jpeg,271,48,50
129,b,39.jpeg,391,60,50
130,b,39.jpeg,535,46,50
131,b,39.jpeg,568,117,50
132,b,39.jpeg,561,204,50
133,b,39.jpeg,565,311,50
134,b,39.jpeg,547,326,50
135,b,39.jpeg,487,381,50
136,b,39.jpeg,504,484,50
137,b,39.jpeg,527,579,50
138,b,39.jpeg,518,613,50
139,b,39.jpeg,440,641,50
140,b,39.jpeg,299,644,50
141,b,39.jpeg,151,630,50
142,b,39.jpeg,27,639,50
143,b,39.jpeg,251,613,50
144,b,39.jpeg,195,718,50
145,b,39.jpeg,333,682,50
146,b,39.jpeg,447,638,50
147,b,39.jpeg,352,566,50
148,b,39.jpeg,252,557,50
149,b,39.jpeg,151,556,50
150,b,39.jpeg,207,399,50
151,b,39.jpeg,118,391,50
152,b,39.jpeg,75,260,50
153,b,39.jpeg,172,175,50
154,b,39.jpeg,289,131,50
155,b,39.jpeg,265,670,50
156,b,39.jpeg,179,609,50
157,b,39.jpeg,116,580,50
158,b,39.jpeg,118,536,50
159,b,39.jpeg,70,543,50
160,b,39.jpeg,246,510,50
161,b,39.jpeg,361,522,50
162,b,39.jpeg,421,567,50
163,b,39.jpeg,508,614,50
164,b,39.jpeg,486,659,50
165,b,39.jpeg,377,659,50
166,b,39.jpeg,366,529,50
167,b,39.jpeg,334,548,50
168,b,39.jpeg,311,548,50
169,b,39.jpeg,217,543,50
170,b,39.jpeg,215,543,50
171,b,39.jpeg,126,514,50
172,b,39.jpeg,63,532,50
173,b,39.jpeg,99,462,50
174,b,39.jpeg,108,381,50
175,b,39.jpeg,90,307,50
176,b,39.jpeg,144,300,50
177,b,39.jpeg,47,453,50
178,b,39.jpeg,27,330,50
179,b,39.jpeg,74,281,50
180,b,39.jpeg,572,313,50
181,b,39.jpeg,575,377,50
182,b,39.jpeg,477,405,50
183,b,39.jpeg,429,328,50
184,b,39.jpeg,483,272,50
185,b,39.jpeg,332,421,50
186,b,39.jpeg,327,515,50
187,b,39.jpeg,337,556,50
188,b,39.jpeg,147,54,50
189,b,39.jpeg,91,119,50
190,b,39.jpeg,78,150,50
191,b,39.jpeg,162,163,50
192,b,39.jpeg,197,175,50
193,b,39.jpeg,260,56,50
194,b,39.jpeg,358,73,50
195,b,39.jpeg,421,150,50
196,b,39.jpeg,493,195,50
197,b,39.jpeg,319,487,50
198,b,39.jpeg,254,556,50
199,b,39.jpeg,162,593,50
200,b,39.jpeg,119,593,50
201,b,39.jpeg,101,593,50
202,b,39.jpeg,60,622,50
203,b,9.jpeg,341,408,50
204,b,9.jpeg,372,465,50
205,b,9.jpeg,364,538,50
206,b,9.jpeg,337,667,50
207,b,9.jpeg,290,579,50
208,b,9.jpeg,246,549,50
209,b,9.jpeg,202,530,50
210,b,9.jpeg,236,344,50
211,b,9.jpeg,315,324,50
212,b,9.jpeg,302,404,50
213,b,9.jpeg,247,405,50
214,b,9.jpeg,247,459,50
215,b,9.jpeg,312,518,50
216,b,9.jpeg,381,468,50
217,b,9.jpeg,323,533,50
218,b,9.jpeg,270,565,50
219,b,9.jpeg,231,505,50
220,b,9.jpeg,187,513,50
221,b,9.jpeg,249,493,50
222,b,9.jpeg,238,350,50
223,b,9.jpeg,354,336,50
224,b,9.jpeg,154,283,50
225,b,9.jpeg,211,334,50
226,b,9.jpeg,244,371,50
227,b,9.jpeg,324,332,50
228,b,9.jpeg,356,442,50
229,b,9.jpeg,356,490,50
230,b,9.jpeg,264,490,50
231,b,9.jpeg,217,514,50
232,b,9.jpeg,197,565,50
233,b,9.jpeg,197,588,50
234,b,9.jpeg,277,603,50
235,b,9.jpeg,241,391,50
236,b,9.jpeg,286,631,50
237,b,9.jpeg,370,497,50
238,b,9.jpeg,302,450,50
239,b,9.jpeg,267,540,50
240,b,9.jpeg,186,511,50
241,b,9.jpeg,263,355,50
242,b,9.jpeg,218,389,50
243,b,9.jpeg,278,343,50
244,b,9.jpeg,344,324,50
245,b,9.jpeg,176,302,50
246,b,9.jpeg,389,426,50
247,b,9.jpeg,385,461,50
248,b,9.jpeg,223,508,50
249,b,9.jpeg,240,464,50
250,b,9.jpeg,274,357,50
251,b,9.jpeg,275,459,50
252,b,9.jpeg,275,523,50
253,b,9.jpeg,299,658,50
254,b,9.jpeg,328,699,50
255,b,9.jpeg,382,471,50
256,b,9.jpeg,268,364,50
257,b,9.jpeg,232,363,50
258,b,9.jpeg,306,269,50
259,b,9.jpeg,395,498,50
260,b,9.jpeg,441,299,50
261,b,9.jpeg,353,338,50
262,b,9.jpeg,375,302,50
263,b,9.jpeg,375,388,50
264,b,9.jpeg,375,444,50
265,b,9.jpeg,381,497,50
266,b,9.jpeg,326,410,50
267,b,9.jpeg,319,318,50
268,b,9.jpeg,249,329,50
269,b,9.jpeg,260,410,50
270,b,21.jpeg,220,135,50
271,b,21.jpeg,129,135,50
272,b,21.jpeg,97,150,50
273,b,21.jpeg,161,83,50
274,b,21.jpeg,201,59,50
275,b,21.jpeg,211,121,50
276,b,21.jpeg,210,183,50
277,b,21.jpeg,282,195,50
278,b,21.jpeg,289,88,50
279,b,21.jpeg,188,132,50
280,b,21.jpeg,211,222,50
281,b,21.jpeg,310,194,50
282,b,21.jpeg,386,271,50
283,b,21.jpeg,392,310,50
284,b,21.jpeg,413,310,50
285,b,21.jpeg,271,236,50
286,b,21.jpeg,199,242,50
287,b,21.jpeg,133,280,50
288,b,21.jpeg,317,355,50
289,b,21.jpeg,423,407,50
290,b,21.jpeg,423,445,50
291,b,21.jpeg,407,459,50
292,b,21.jpeg,304,371,50
293,b,21.jpeg,204,310,50
294,b,21.jpeg,156,330,50
295,b,21.jpeg,150,358,50
296,b,21.jpeg,129,452,50
297,b,21.jpeg,204,435,50
298,b,21.jpeg,271,511,50
299,b,21.jpeg,171,559,50
300,b,21.jpeg,171,559,50
301,b,21.jpeg,122,619,50
302,b,21.jpeg,102,761,50
303,b,21.jpeg,11,843,50
304,b,21.jpeg,193,648,50
305,b,21.jpeg,306,618,50
306,b,21.jpeg,470,508,50
307,b,21.jpeg,455,652,50
308,b,21.jpeg,374,737,50
309,b,21.jpeg,362,725,50
310,b,21.jpeg,328,645,50
311,b,21.jpeg,377,576,50
312,b,21.jpeg,252,580,50
313,b,21.jpeg,280,633,50
314,b,21.jpeg,294,660,50
315,b,21.jpeg,381,689,50
316,b,21.jpeg,424,736,50
317,b,21.jpeg,348,747,50
318,b,21.jpeg,241,704,50
319,b,21.jpeg,331,606,50
320,b,21.jpeg,472,356,50
321,b,21.jpeg,328,230,50
322,b,21.jpeg,279,155,50
323,b,21.jpeg,219,97,50
324,b,21.jpeg,101,234,50
325,b,21.jpeg,266,190,50
326,b,21.jpeg,245,250,50
327,b,21.jpeg,509,373,50
328,b,21.jpeg,392,523,50
329,b,21.jpeg,219,429,50
330,b,21.jpeg,182,477,50
331,b,21.jpeg,433,650,50
332,b,21.jpeg,370,579,50
333,b,21.jpeg,507,486,50
334,b,21.jpeg,368,186,50
335,b,21.jpeg,301,224,50
336,b,21.jpeg,125,349,50
337,b,21.jpeg,167,479,50
338,b,21.jpeg,313,268,50
339,b,21.jpeg,281,287,50
340,b,21.jpeg,293,330,50
341,b,21.jpeg,276,546,50
342,b,21.jpeg,301,587,50
343,b,21.jpeg,318,624,50
344,b,21.jpeg,395,641,50
345,b,21.jpeg,338,659,50
346,b,21.jpeg,417,538,50
347,b,21.jpeg,475,344,50
348,b,21.jpeg,313,302,50
349,b,21.jpeg,302,235,50
350,b,21.jpeg,194,255,50
351,b,21.jpeg,168,141,50
352,b,21.jpeg,205,73,50
353,b,21.jpeg,271,78,50
354,b,21.jpeg,317,167,50
355,b,21.jpeg,386,207,50
356,b,21.jpeg,406,251,50
357,b,21.jpeg,409,285,50
358,b,21.jpeg,473,308,50
359,b,21.jpeg,514,346,50
360,b,21.jpeg,486,382,50
361,b,21.jpeg,462,417,50
362,b,21.jpeg,440,447,50
363,b,21.jpeg,420,467,50
364,b,21.jpeg,279,58,50
365,b,21.jpeg,193,83,50
366,b,21.jpeg,134,148,50
367,b,21.jpeg,215,92,50
368,b,21.jpeg,215,140,50
369,b,21.jpeg,292,208,50
370,b,21.jpeg,347,229,50
371,b,21.jpeg,347,279,50
372,b,21.jpeg,171,536,50
373,b,21.jpeg,241,533,50
374,b,21.jpeg,241,595,50
375,b,21.jpeg,269,704,50
376,b,21.jpeg,325,771,50
377,b,21.jpeg,367,801,50
378,b,21.jpeg,441,170,50
379,b,21.jpeg,413,247,50
380,b,21.jpeg,346,383,50
381,b,21.jpeg,188,394,50
382,b,21.jpeg,106,335,50
383,c,23.jpeg,552,365,50
384,c,23.jpeg,552,365,50
385,c,23.jpeg,552,365,50
386,c,23.jpeg,552,365,50
387,c,23.jpeg,552,365,50
388,c,23.jpeg,552,365,50
389,c,23.jpeg,552,365,50
390,c,23.jpeg,552,365,50
391,c,23.jpeg,552,365,50
392,c,23.jpeg,197,297,50
393,c,23.jpeg,197,297,50
394,c,23.jpeg,197,297,50
395,c,23.jpeg,246,391,50
396,c,23.jpeg,246,391,50
397,c,23.jpeg,246,391,50
398,c,23.jpeg,293,212,50
399,c,23.jpeg,293,212,50
400,c,23.jpeg,253,186,50
401,c,23.jpeg,253,186,50
402,c,23.jpeg,219,152,50
403,c,23.jpeg,269,144,50
404,c,23.jpeg,307,107,50
405,c,23.jpeg,373,190,50
406,c,23.jpeg,323,266,50
407,c,23.jpeg,236,341,50
408,c,23.jpeg,187,246,50
409,c,23.jpeg,187,154,50
410,c,23.jpeg,486,230,50
411,c,23.jpeg,486,230,50
412,c,23.jpeg,486,230,50
413,c,23.jpeg,486,230,50
414,c,23.jpeg,22,158,50
415,c,23.jpeg,293,318,50
416,c,23.jpeg,282,210,50
417,c,23.jpeg,207,106,50
418,c,23.jpeg,60,103,50
419,c,23.jpeg,139,253,50
420,c,23.jpeg,276,279,50
421,c,23.jpeg,283,193,50
422,c,23.jpeg,312,133,50
423,c,23.jpeg,439,115,50
424,c,23.jpeg,534,136,50
425,c,23.jpeg,529,315,50
426,c,23.jpeg,526,363,50
427,c,23.jpeg,333,541,50
428,c,23.jpeg,300,513,50
429,c,23.jpeg,263,478,50
430,c,23.jpeg,218,422,50
431,c,23.jpeg,168,372,50
432,c,23.jpeg,165,287,50
433,c,23.jpeg,170,197,50
434,c,23.jpeg,192,115,50
435,c,23.jpeg,212,103,50
436,c,23.jpeg,231,136,50
437,c,23.jpeg,276,233,50
438,c,23.jpeg,310,323,50
439,c,23.jpeg,391,425,50
440,c,23.jpeg,399,436,50
441,c,23.jpeg,412,560,50
442,c,23.jpeg,218,724,50
443,c,23.jpeg,127,686,50
444,c,23.jpeg,98,637,50
445,c,23.jpeg,166,558,50
446,c,23.jpeg,136,517,50
447,c,23.jpeg,134,468,50
448,c,23.jpeg,123,396,50
449,c,23.jpeg,148,317,50
450,c,23.jpeg,208,218,50
451,c,23.jpeg,239,217,50
452,c,23.jpeg,373,252,50
453,c,23.jpeg,391,305,50
454,c,23.jpeg,324,479,50
455,c,23.jpeg,379,541,50
456,c,23.jpeg,440,616,50
457,c,23.jpeg,468,632,50
458,c,23.jpeg,435,458,50
459,c,23.jpeg,195,194,50
460,c,23.jpeg,111,126,50
461,c,23.jpeg,116,239,50
462,c,23.jpeg,359,266,50
463,c,23.jpeg,359,266,50
464,c,23.jpeg,294,118,50
465,c,23.jpeg,255,281,50
466,c,23.jpeg,200,153,50
467,c,23.jpeg,486,78,50
468,c,23.jpeg,582,51,50
469,c,23.jpeg,476,45,50
470,c,23.jpeg,384,52,50
471,c,23.jpeg,335,50,50
472,c,23.jpeg,251,49,50
473,c,23.jpeg,180,45,50
474,c,23.jpeg,132,52,50
475,c,23.jpeg,68,54,50
476,c,23.jpeg,40,75,50
477,c,23.jpeg,47,126,50
478,c,23.jpeg,52,163,50
479,c,23.jpeg,51,235,50
480,c,23.jpeg,43,290,50
481,c,23.jpeg,42,320,50
482,c,23.jpeg,28,409,50
483,c,23.jpeg,31,433,50
484,c,23.jpeg,41,479,50
485,c,23.jpeg,41,560,50
486,c,23.jpeg,48,624,50
487,c,23.jpeg,53,649,50
488,c,23.jpeg,57,690,50
489,c,23.jpeg,58,744,50
490,c,23.jpeg,53,770,50
491,c,23.jpeg,101,774,50
492,c,23.jpeg,162,758,50
493,c,23.jpeg,225,757,50
494,c,23.jpeg,348,751,50
495,c,23.jpeg,375,746,50
496,c,23.jpeg,392,746,50
497,c,23.jpeg,499,728,50
498,c,23.jpeg,530,733,50
499,c,23.jpeg,561,718,50
500,c,23.jpeg,566,692,50
501,c,23.jpeg,541,689,50
502,c,23.jpeg,499,698,50
503,c,23.jpeg,425,696,50
504,c,23.jpeg,350,682,50
505,c,23.jpeg,290,678,50
506,c,23.jpeg,194,685,50
507,c,23.jpeg,107,705,50
508,c,23.jpeg,70,719,50
509,c,23.jpeg,52,682,50
510,c,23.jpeg,48,651,50
511,c,23.jpeg,56,640,50
512,c,23.jpeg,167,621,50
513,c,23.jpeg,169,619,50
514,c,23.jpeg,232,624,50
515,c,23.jpeg,355,634,50
516,c,23.jpeg,362,632,50
517,c,23.jpeg,561,618,50
518,c,23.jpeg,563,617,50
519,c,23.jpeg,536,602,50
520,c,23.jpeg,524,589,50
521,c,23.jpeg,502,589,50
522,c,23.jpeg,485,574,50
523,c,23.jpeg,439,583,50
524,c,23.jpeg,415,584,50
525,c,23.jpeg,377,592,50
526,c,23.jpeg,353,602,50
527,c,23.jpeg,292,636,50
528,c,23.jpeg,292,636,50
529,c,23.jpeg,243,605,50
530,c,23.jpeg,143,617,50
531,c,23.jpeg,66,621,50
532,c,23.jpeg,65,621,50
533,c,23.jpeg,50,577,50
534,c,23.jpeg,47,566,50
535,c,23.jpeg,105,532,50
536,c,23.jpeg,124,532,50
537,c,23.jpeg,124,532,50
538,c,23.jpeg,197,546,50
539,c,23.jpeg,251,542,50
540,c,23.jpeg,261,541,50
541,c,23.jpeg,341,538,50
542,c,23.jpeg,415,530,50
543,c,23.jpeg,431,527,50
544,c,23.jpeg,465,528,50
545,c,23.jpeg,509,530,50
546,c,23.jpeg,554,518,50
547,c,23.jpeg,543,473,50
548,c,23.jpeg,523,457,50
549,c,23.jpeg,394,480,50
550,c,23.jpeg,270,488,50
551,c,23.jpeg,201,479,50
552,c,23.jpeg,142,488,50
553,c,23.jpeg,110,491,50
554,c,23.jpeg,85,497,50
555,c,23.jpeg,78,492,50
556,c,23.jpeg,71,479,50
557,c,23.jpeg,65,439,50
558,c,23.jpeg,69,424,50
559,c,23.jpeg,146,425,50
560,c,23.jpeg,188,429,50
561,c,23.jpeg,259,435,50
562,c,23.jpeg,303,437,50
563,c,23.jpeg,325,435,50
564,c,23.jpeg,366,437,50
565,c,23.jpeg,421,439,50
566,c,23.jpeg,468,438,50
567,c,23.jpeg,531,435,50
568,c,23.jpeg,577,432,50
569,c,23.jpeg,578,427,50
570,c,23.jpeg,576,404,50
571,c,23.jpeg,559,380,50
572,c,23.jpeg,548,374,50
573,c,23.jpeg,529,369,50
574,c,23.jpeg,503,370,50
575,c,23.jpeg,399,373,50
576,c,23.jpeg,293,376,50
577,c,23.jpeg,206,383,50
578,c,23.jpeg,60,401,50
579,c,23.jpeg,58,401,50
580,c,23.jpeg,32,369,50
581,c,23.jpeg,40,333,50
582,c,23.jpeg,124,327,50
583,c,23.jpeg,152,327,50
584,c,23.jpeg,166,325,50
585,c,23.jpeg,267,320,50
586,c,23.jpeg,346,318,50
587,c,23.jpeg,372,319,50
588,c,23.jpeg,451,324,50
589,c,23.jpeg,575,309,50
590,c,23.jpeg,579,310,50
591,c,23.jpeg,579,282,50
592,c,23.jpeg,577,250,50
593,c,23.jpeg,549,246,50
594,c,23.jpeg,493,248,50
595,c,23.jpeg,460,246,50
596,c,23.jpeg,426,250,50
597,c,23.jpeg,331,257,50
598,c,23.jpeg,204,250,50
599,c,23.jpeg,148,255,50
600,c,23.jpeg,87,257,50
601,c,23.jpeg,62,263,50
602,c,23.jpeg,61,263,50
603,c,23.jpeg,54,196,50
604,c,23.jpeg,55,189,50
605,c,23.jpeg,185,170,50
606,c,23.jpeg,238,176,50
607,c,23.jpeg,310,183,50
608,c,23.jpeg,383,179,50
609,c,23.jpeg,476,169,50
610,c,23.jpeg,532,174,50
611,c,23.jpeg,567,164,50
612,c,23.jpeg,579,118,50
613,c,23.jpeg,573,93,50
614,c,23.jpeg,566,89,50
615,c,23.jpeg,512,96,50
616,c,23.jpeg,327,51,50
617,c,23.jpeg,288,54,50
618,c,23.jpeg,219,68,50
619,c,23.jpeg,115,77,50
620,c,23.jpeg,37,104,50
621,c,23.jpeg,32,118,50
622,c,23.jpeg,105,190,50
623,c,23.jpeg,254,145,50
624,c,23.jpeg,319,229,50
625,c,23.jpeg,217,535,50
626,c,23.jpeg,217,535,50
627,c,23.jpeg,111,435,50
628,c,23.jpeg,82,338,50
629,c,23.jpeg,82,338,50
630,c,23.jpeg,246,350,50
631,c,23.jpeg,246,350,50
632,c,23.jpeg,283,448,50
633,c,23.jpeg,255,175,50
634,c,23.jpeg,255,175,50
635,c,23.jpeg,221,764,50
636,c,23.jpeg,219,736,50
637,c,23.jpeg,219,736,50
638,c,23.jpeg,238,731,50
639,c,23.jpeg,262,726,50
640,c,23.jpeg,337,717,50
641,c,23.jpeg,337,717,50
642,c,23.jpeg,337,717,50
643,c,23.jpeg,288,713,50
644,c,23.jpeg,229,721,50
645,c,23.jpeg,142,723,50
646,c,23.jpeg,336,648,50
647,c,23.jpeg,329,638,50
648,c,23.jpeg,315,626,50
649,c,23.jpeg,300,623,50
650,c,23.jpeg,282,759,50
651,c,23.jpeg,304,748,50
652,c,39.jpeg,452,346,50
653,c,39.jpeg,317,266,50
654,c,39.jpeg,317,266,50
655,c,39.jpeg,280,198,50
656,c,39.jpeg,336,177,50
657,c,39.jpeg,415,301,50
658,c,39.jpeg,436,403,50
659,c,39.jpeg,404,440,50
660,c,39.jpeg,145,346,50
661,c,39.jpeg,145,346,50
662,c,39.jpeg,258,279,50
663,c,39.jpeg,308,238,50
664,c,39.jpeg,326,347,50
665,c,39.jpeg,326,445,50
666,c,39.jpeg,272,476,50
667,c,39.jpeg,236,531,50
668,c,39.jpeg,236,531,50
669,c,39.jpeg,167,565,50
670,c,39.jpeg,141,588,50
671,c,39.jpeg,141,588,50
672,c,39.jpeg,146,588,50
673,c,39.jpeg,292,594,50
674,c,39.jpeg,292,594,50
675,c,39.jpeg,292,594,50
676,c,39.jpeg,556,406,50
677,c,39.jpeg,549,519,50
678,c,39.jpeg,546,571,50
679,c,39.jpeg,461,591,50
680,c,39.jpeg,430,611,50
681,c,39.jpeg,315,637,50
682,c,39.jpeg,240,654,50
683,c,39.jpeg,135,399,50
684,c,39.jpeg,120,345,50
685,c,39.jpeg,150,301,50
686,c,39.jpeg,189,280,50
687,c,39.jpeg,344,251,50
688,c,39.jpeg,437,245,50
689,c,39.jpeg,487,262,50
690,c,39.jpeg,503,307,50
691,c,39.jpeg,505,316,50
692,c,39.jpeg,500,369,50
693,c,39.jpeg,478,405,50
694,c,39.jpeg,399,426,50
695,c,39.jpeg,290,418,50
696,c,39.jpeg,218,415,50
697,c,39.jpeg,164,372,50
698,c,39.jpeg,157,318,50
699,c,39.jpeg,229,302,50
700,c,39.jpeg,283,279,50
701,c,39.jpeg,349,288,50
702,c,9.jpeg,569,449,50
703,c,9.jpeg,502,418,50
704,c,9.jpeg,417,384,50
705,c,9.jpeg,411,383,50
706,c,9.jpeg,411,383,50
707,c,9.jpeg,316,390,50
708,c,9.jpeg,316,390,50
709,c,9.jpeg,301,399,50
710,c,9.jpeg,286,450,50
711,c,9.jpeg,286,450,50
712,c,9.jpeg,287,453,50
713,c,21.jpeg,380,315,50
714,c,21.jpeg,380,315,50
715,c,21.jpeg,272,321,50
716,c,21.jpeg,240,363,50
717,c,21.jpeg,240,366,50
718,c,21.jpeg,248,188,50
719,c,21.jpeg,248,188,50
720,c,21.jpeg,262,148,50
721,c,21.jpeg,344,549,50
722,c,21.jpeg,394,588,50
723,c,21.jpeg,345,620,50
724,c,21.jpeg,300,638,50
725,c,21.jpeg,296,641,50
726,d,23.jpeg,172,494,50
727,d,23.jpeg,82,307,50
728,d,23.jpeg,58,197,50
729,d,23.jpeg,119,182,50
730,d,23.jpeg,125,288,50
731,d,23.jpeg,219,182,50
732,d,23.jpeg,238,218,50
733,d,23.jpeg,238,273,50
734,d,23.jpeg,221,285,50
735,d,23.jpeg,198,432,50
736,d,23.jpeg,208,495,50
737,d,23.jpeg,208,566,50
738,d,23.jpeg,297,575,50
739,d,23.jpeg,329,611,50
740,d,23.jpeg,218,631,50
741,d,23.jpeg,160,630,50
742,d,23.jpeg,118,596,50
743,d,23.jpeg,118,490,50
744,d,23.jpeg,57,348,50
745,d,23.jpeg,60,197,50
746,d,23.jpeg,178,168,50
747,d,23.jpeg,98,238,50
748,d,23.jpeg,226,201,50
749,d,23.jpeg,307,192,50
750,d,23.jpeg,362,262,50
751,d,23.jpeg,382,275,50
752,d,23.jpeg,291,1,50
753,d,23.jpeg,234,60,50
754,d,23.jpeg,344,307,50
755,d,23.jpeg,226,174,50
756,d,23.jpeg,176,241,50
757,d,23.jpeg,221,271,50
758,d,23.jpeg,142,576,50
759,d,23.jpeg,168,624,50
760,d,23.jpeg,113,626,50
761,d,23.jpeg,177,589,50
762,d,23.jpeg,181,563,50
763,d,23.jpeg,205,543,50
764,d,23.jpeg,241,520,50
765,d,23.jpeg,303,510,50
766,d,23.jpeg,286,607,50
767,d,23.jpeg,337,634,50
768,d,23.jpeg,401,614,50
769,d,23.jpeg,269,104,50
770,d,23.jpeg,244,178,50
771,d,23.jpeg,220,206,50
772,d,23.jpeg,186,169,50
773,d,23.jpeg,210,276,50
774,d,23.jpeg,292,250,50
775,d,23.jpeg,179,224,50
776,d,39.jpeg,189,200,50
777,d,39.jpeg,314,203,50
778,d,39.jpeg,337,147,50
779,d,39.jpeg,378,150,50
780,d,39.jpeg,383,193,50
781,d,39.jpeg,326,235,50
782,d,39.jpeg,282,293,50
783,d,39.jpeg,275,364,50
784,d,39.jpeg,221,369,50
785,d,39.jpeg,195,337,50
786,d,39.jpeg,197,311,50
787,d,39.jpeg,249,309,50
788,d,39.jpeg,270,322,50
789,d,39.jpeg,360,353,50
790,d,39.jpeg,442,358,50
791,d,39.jpeg,484,364,50
792,d,39.jpeg,483,319,50
793,d,39.jpeg,473,297,50
794,d,39.jpeg,439,287,50
795,d,39.jpeg,441,228,50
796,d,39.jpeg,493,228,50
797,d,39.jpeg,476,171,50
798,d,39.jpeg,454,154,50
799,d,39.jpeg,453,78,50
800,d,39.jpeg,402,60,50
801,d,39.jpeg,346,59,50
802,d,39.jpeg,318,58,50
803,d,39.jpeg,252,58,50
804,d,39.jpeg,203,113,50
805,d,39.jpeg,182,185,50
806,d,39.jpeg,300,162,50
807,d,39.jpeg,356,173,50
808,d,39.jpeg,366,207,50
809,d,39.jpeg,326,206,50
810,d,39.jpeg,274,201,50
811,d,39.jpeg,215,200,50
812,d,39.jpeg,154,203,50
813,d,39.jpeg,110,198,50
814,d,39.jpeg,71,208,50
815,d,39.jpeg,69,273,50
816,d,39.jpeg,58,340,50
817,d,39.jpeg,28,277,50
818,d,39.jpeg,43,330,50
819,d,39.jpeg,114,399,50
820,d,39.jpeg,130,419,50
821,d,39.jpeg,181,450,50
